Email,LeftParen,LeftSquareParen,Exclamation,Dollar,PercentSign,AvgAllCap,LongAllCap,TotalAllCap,Spam
2434,0,0,0.56,0,0,1.82,9,20,No
2435,0.2,0,0.1,0,0,2.3,18,69,No
2436,0.09,0,0,0,0,1.41,5,79,No
2437,0.39,0,0.39,0,0,1.26,3,29,No
2438,0.23,0,0.23,0,0,1.76,17,37,No
2439,0,0,0,0,0,1.09,3,24,No
2443,0,0,0,0,0,1.78,11,64,No
2444,0,0,0,0,0,1.61,5,29,No
2445,0.09,0,0,0,0,1.28,3,37,No
2447,0.14,0.05,0,0.02,0,4,55,807,No
2448,0,0,0,0,0,2.38,23,38,No
2449,0.3,0.06,0,0,0,1.8,13,227,No
2450,0.22,0,0,0,0,1.83,12,77,No
2452,0.19,0.09,0,0,0.09,2.28,13,169,No
2453,0,0,0.27,0,0,1.5,4,30,No
2454,0,0,0.21,0,0,1.38,4,29,No
2455,0.06,0,0,0,0,6.53,83,248,No
2457,0.54,0,0,0,0.27,2.29,12,94,No
2459,0.19,0,0.19,0,0,1.86,4,26,No
2460,0,0,0,0,0.29,1.83,13,42,No
2461,0,0,0,0,0.23,2.04,13,57,No
2463,0.27,0.07,0,0,0,18,200,378,No
2464,0.33,0.05,0,0,0,1.7,12,155,No
2465,0.07,0,0.87,0.1,0,5.05,214,485,No
2467,0,0,0,0,0,1.79,6,25,No
2468,0,0,0,0,0,1.46,5,19,No
2469,0,0,0,0,0,1.3,5,26,No
2470,0.2,0,0,0,0,1.82,18,304,No
2471,0,0,0,0,0,1.56,5,25,No
2472,0,0,0,0,0,1,1,5,No
2473,0,0,0,0,0,1.29,2,9,No
2474,0,0,0,0,0,1,1,10,No
2475,0,0,0,0,0,1.29,2,9,No
2477,0,0,0,0,0,1.29,2,9,No
2479,0.31,0.21,0,0,0.1,4.06,28,195,No
2480,0,0,0,0,0,1.29,5,18,No
2482,0,0,0,0,0,5.86,18,41,No
2483,0.16,0.05,0,0,0,2.3,17,193,No
2484,0,0,0,0,0,5.89,29,53,No
2485,0.64,0.05,0,0,0,3.55,37,373,No
2486,0,0,0,0,0,5.89,29,53,No
2487,0.15,0,0.15,0,0,1.48,10,43,No
2488,0,0,0,0,0,1.38,4,11,No
2490,0,0,0,0,0,1,1,14,No
2491,0,0,0,0,0,1.3,3,13,No
2495,0.46,0.15,0,0,0,2.1,13,86,No
2499,0,0,0.18,0,0,1.76,7,51,No
2500,0.14,0,0.28,0,0,1.74,10,66,No
2501,0,0,0,0,0,1.17,2,7,No
2502,0.03,0,0.03,0,0,1.56,21,194,No
2503,0,0,0,0,0,1.75,3,14,No
2504,0.5,0.09,0,0,0,4.06,51,1003,No
2505,0,0,0,0,0,1.6,7,16,No
2506,0.11,0,0.17,0,0,1.89,22,216,No
2507,0.15,0,0,0,0,1.61,11,71,No
2508,0,0,0,0,0,1.14,2,8,No
2509,0,0,0,0.16,0,9.31,235,1108,No
2510,0.14,0,0,0,0,1.73,16,116,No
2511,0,0,0,0,0,1,1,5,No
2512,0,0,0,0,0,1.05,2,22,No
2514,0,0,0,0,0,1.75,3,21,No
2515,0.5,0,0,0,0,1,1,8,No
2516,0,0,0,0,0,1.08,2,13,No
2517,0.29,0,0,0,0,3.97,34,127,No
2518,0.2,0,0.1,0,0,2.33,30,93,No
2519,0.5,0.17,0,0,0.08,3.98,28,239,No
2520,0,0,0,0,0,3.13,17,25,No
2521,0.45,0.18,0,0,0.09,4.04,28,214,No
2523,0,0,0,0,0,2.15,11,131,No
2524,0,0,0,0,0.4,2.33,8,119,No
2525,0.27,0,0,0,0,1.85,10,61,No
2526,0.24,0,0,0,0,1.91,6,21,No
2528,0,0,0,0,0,1,1,5,No
2529,0,0,0.4,0,0.4,2.53,10,38,No
2530,0.25,0,0,0,0,4.17,14,50,No
2533,0.26,0,0,0,0,1.3,7,104,No
2534,0,0,0,0,0,4.79,71,115,No
2535,0.13,0,0,0.13,0.13,3.66,28,128,No
2536,0,0,0,0,0,3.13,17,97,No
2538,0,0,0,0,0,1.62,4,21,No
2539,0.32,0.11,0.06,0.08,0,2.55,38,601,No
2540,0.07,0,0.07,0,0,2.07,13,89,No
2541,0,0,0,0,0,1.55,10,45,No
2542,0,0,0,0,0,4.8,19,24,No
2543,0.16,0,0,0,0,2.17,11,113,No
2544,0.4,0,0,0.6,0,3.36,13,84,No
2546,0.06,0,0,0.06,0,1.8,7,196,No
2547,0,0,0,0,0,1.76,5,37,No
2548,0.11,0,0,0.11,0,1.92,9,102,No
2549,0.2,0,0,0,0,1.79,6,70,No
2550,0.06,0,0,0,0,1.79,5,111,No
2551,0.34,0,0,0,0,1.88,13,47,No
2552,0,0,0,0,0,3.56,18,64,No
2553,0.19,0,0,0,0,2.09,25,73,No
2554,0.26,0,0,0,0,3.74,53,101,No
2556,0.23,0,0.06,0,0,1.07,3,47,No
2557,0.22,0,0,0,0,1,1,20,No
2558,0,0,0,0,0,2,4,6,No
2559,0,0,0.08,0,0,2.4,16,139,No
2560,0,0,0,0,0,1.53,5,23,No
2561,0,0,0,0,0,1.17,2,14,No
2562,0,0,0,0,0,2.47,13,37,No
2563,0,0,0,0,0,1.71,6,36,No
2564,0.22,0.22,0,0,0,1.67,12,30,No
2565,0,0,0,0,0,1,1,15,No
2566,0.55,0,0,0,0,1,1,4,No
2567,0.29,0,0,0,0,2.19,14,70,No
2568,0.62,0,0,0,0,2.62,11,89,No
2569,0,0,0,0,0,1,1,5,No
2571,0,0,0,0,0,1,1,4,No
2572,1.73,0,0,0,0,3.08,24,37,No
2573,0.41,0,0,0,0,4.36,46,109,No
2574,0.25,0,0,0.03,0,2.02,19,244,No
2575,1.26,0,0,0,0,3.33,11,30,No
2577,0.55,0,0,0,0,1.6,4,8,No
2578,0.2,0,0.41,0,0,6.19,47,99,No
2579,0.04,0,0,0,0,1.68,10,156,No
2580,0.02,0,0,0,0.02,1.49,7,162,No
2581,0,0,0,0,0,5.89,29,53,No
2582,0,0,0,0,0,1.6,7,64,No
2583,0,0,0.16,0,0,1.45,7,74,No
2584,0.32,0.18,0.14,0,0,1.89,24,522,No
2585,0,0,0,0,0,1.32,7,103,No
2586,0.33,0,0,0,0,4.59,51,133,No
2587,0.07,0,0,0,0,2.08,9,108,No
2588,0,0,0,0,0,1.48,8,62,No
2589,0.46,0,0,0,0,1.92,13,71,No
2590,0.12,0,0.24,0,0,3.54,26,85,No
2591,0.77,0.14,0,0,0,3.72,20,268,No
2592,0,0,0,0,0,1,1,5,No
2594,0.07,0,0,0,0,2.02,19,451,No
2595,0,0.11,0.11,0,0.11,1.65,12,51,No
2596,0,0.14,0,0,0.14,1.64,12,36,No
2597,0,0,0,0,0,1,1,8,No
2599,0.38,0.19,0.19,0,0,1.86,12,104,No
2600,0.29,0,0,0,0,1.23,5,146,No
2601,0.09,0,0.09,0,0,2.36,5,52,No
2602,0,0,0,0,0,1.77,8,23,No
2604,0.24,0,0,0,0,2.46,17,96,No
2605,0,0,0,0,0,2,6,10,No
2608,0.22,0.06,0,0,0,1.51,12,119,No
2609,0,0,0.48,0,0,2,7,26,No
2611,0.04,0,0,0,0,2.52,46,131,No
2612,0.1,0,0,0,0,1.15,4,46,No
2613,0.06,0,0,0.11,0,2.19,19,232,No
2614,0,0,0.27,0,0,2.36,35,59,No
2615,0,0,0.58,0,0,1.62,4,21,No
2616,0.03,0,0.37,0.06,0,2.89,71,405,No
2617,0,0,0,0,0,2.88,21,49,No
2618,0.09,0,0,0,0,2.18,42,203,No
2619,0.11,0,0,0.06,0,2.15,21,693,No
2620,0.27,0.04,0,0,0,1.65,13,94,No
2621,0,0,0,0,0,1.6,7,64,No
2622,0,0,1.15,0,0,1.5,3,12,No
2623,0,0,0,0,0,1.09,2,12,No
2625,0,0,0,0,0,1,1,8,No
2626,0.11,0,0,0,0,1.29,5,27,No
2627,0.09,0,0,0,0,1.84,5,46,No
2628,0,0,0,0,0,1.88,5,47,No
2629,0.28,0,0,0,0,1,1,11,No
2630,0.69,0,0,0,0,1.9,17,59,No
2633,0,0,0.41,0,0,2.71,13,46,No
2634,0.15,0,0,0,0,1.67,15,187,No
2635,0.37,0.11,0.37,0.22,0,3.43,42,411,No
2636,0.48,0,0,0,0,2.17,18,52,No
2637,0,0,0,0,0,2.33,5,7,No
2638,0.08,0,0.17,0,0,1.86,10,82,No
2639,0.27,0.01,0.03,0.06,0,1.83,23,1479,No
2642,0.08,0,0.02,0,0,1.68,17,178,No
2643,0.08,0,0.02,0,0,1.68,17,178,No
2644,0.11,0,0.05,0,0.05,2.74,14,145,No
2645,0,0,0.73,0,0,1.88,4,15,No
2646,0,0.12,0,0,0,1.45,9,32,No
2647,0.12,0,0.25,0,0,2.58,14,67,No
2648,0,0,0,0,0,1.33,3,12,No
2649,0.13,0,0,0,0,1.8,9,72,No
2650,0,0,0,0,0,2.57,10,59,No
2651,0.12,0,0,0.06,0,2.12,25,751,No
2652,0,0,0,0,0,1.11,2,20,No
2653,0,0.23,0,0,0,1.64,12,41,No
2654,0,0,0,0,0,1.17,3,14,No
2655,0.08,0,0,0,0,1.5,6,257,No
2656,0,0,0,0,0,2,6,24,No
2657,0,0,0,0,0,1.13,3,17,No
2660,0.09,0,0,0,0,1.54,6,238,No
2662,0,0,0.11,0,0,2.71,47,95,No
2663,0.43,0.03,0,0,0,2.7,50,346,No
2666,0.72,0.16,0.08,0,0,4.41,19,300,No
2668,0.2,0.04,0,0.02,0,2.79,36,681,No
2671,0.02,0.02,0,0,0,2.35,17,333,No
2672,0.72,0,0,0,0,1.1,2,11,No
2673,0.4,0,0,0,0,2.08,5,27,No
2674,1.23,0,0,0,0,3.25,11,39,No
2675,0.42,0,0,0,0,2.13,12,64,No
2676,0.19,0,0,0,0,1.9,11,80,No
2677,0.09,0,0,0.02,0,2.42,26,693,No
2678,0,0,0,0,0,1.35,3,46,No
2679,0.18,0,0,0,0,2.2,79,2631,No
2680,0,0,0.44,0,0,1.7,8,17,No
2681,0,0,0.77,0,0,1.43,4,10,No
2682,0.09,0,0,0.02,0,2.42,26,693,No
2683,0,0,0,0,0.15,1.17,4,42,No
2685,0.02,0,0,0,0,1.64,6,154,No
2686,0.05,0,0,0,0,1.81,11,107,No
2688,0,0,0,0,0,3.22,9,29,No
2689,0,0,0,0,0,1.18,3,13,No
2690,0,0,0,0,0,1.73,4,19,No
2691,0.52,0.12,0,0,0,3.63,19,341,No
2692,0,0,0.24,0,0,1.92,7,50,No
2693,0.19,0,0,0,0,3.73,21,153,No
2694,0,0,0,0,0,1,1,7,No
2695,0,0,0.28,0,0,1.36,5,45,No
2697,1.26,0,0,0,0,3.33,11,30,No
2698,0,0,0,0,0,1.54,8,106,No
2701,0.17,0,0.17,0,0,1.75,7,63,No
2702,0.14,0,0,0,0,2.71,13,76,No
2704,0,0,0,0,0,1.23,4,37,No
2705,0,0,0,0,0,1.33,2,4,No
2708,0,0,0.35,0,0,1.47,4,25,No
2709,0,0,0.04,0.13,0,1.6,15,120,No
2710,0.26,0,0,0,0,3.25,75,286,No
2711,0,0,0.52,0,0,2.57,10,36,No
2712,0.08,0,0,0,0,2.02,27,694,No
2713,0.36,0,0,0,0,1.29,5,44,No
2715,0.18,0,0.13,0,0,3.43,49,1827,No
2716,0.16,0,0,0,0,2.24,51,199,No
2717,0,0,0.3,0,0,5.25,32,63,No
2718,0.25,0,0,0,0,1.38,5,55,No
2719,0.23,0,0.23,0,0,1.9,12,78,No
2720,0,0,0,0,0,1.26,3,34,No
2722,0.21,0.21,0,0,0,3.5,17,49,No
2723,0,0,1.12,0,0,1.3,4,13,No
2725,0,0,0,0,0,2.19,5,35,No
2726,0,0,0.08,0,0,1.35,4,58,No
2727,0.17,0,0,0,0,3.89,55,140,No
2728,0,0,0,0,0,1,1,5,No
2729,0,0,0,0,0,1,1,5,No
2730,0,0,0,0,0,1,1,5,No
2731,0,0,0,0,0,1,1,5,No
2732,0,0,0,0,0,2.3,7,138,No
2733,0,0,0,0,0,1.8,5,9,No
2734,0.09,0,0,0,0,2.8,127,512,No
2737,0.27,0.07,0,0,0,17.95,200,377,No
2739,0.11,0,0,0.04,0,1.56,8,194,No
2740,1.09,0,0,0,0,1.29,5,40,No
2741,0.1,0.02,0.02,0,0,2.78,34,367,No
2742,0,0,0,0,0,1,1,3,No
2743,0,0,0,0,0,2.45,5,27,No
2746,0.14,0,0,0,0,4.34,46,178,No
2750,0,0,0,0,0,1.17,2,21,No
2751,0.14,0,0.14,0,0,1.52,10,50,No
2752,0,0,0,0,0,1,1,5,No
2753,0.16,0,0,0,0,1.15,3,15,No
2754,0,0,0,0.16,0,9.31,235,1108,No
2755,0.08,0,0.08,0,0,1.48,6,89,No
2756,0.13,0,0.33,0,0.07,2.96,11,157,No
2757,0.33,0,0,0,0,4.69,55,136,No
2758,0.21,0.11,0.05,0,0.11,2.26,15,192,No
2759,0.17,0.08,0.08,0,0.17,2.3,15,129,No
2760,0.68,0,0,0,0,4.21,15,101,No
2762,0.29,0.04,0.04,0,0.04,1.79,12,224,No
2763,0.48,0,0,0,0,3,11,81,No
2765,0.13,0.06,0,0.01,0,2.59,38,2349,No
2766,0,0,0,0,0,2,4,16,No
2767,0,0,0,0,0,1.6,4,8,No
2768,0.2,0.06,0,0.02,0,2.76,47,1073,No
2769,0,0,0,0,0,1.8,5,9,No
2770,0.68,0,0,0,0,3.14,11,88,No
2772,0.41,0,0.28,0,0,1.1,2,53,No
2774,0.61,0,0,0,0,1.5,4,15,No
2775,0.14,0,0,0,0,2.3,21,473,No
2776,0,0.14,0.41,0,0.14,3.05,13,116,No
2778,0.44,0,0,0,0,2.72,50,237,No
2779,0,0,0,0,0,1.33,3,8,No
2781,0.54,0,0.22,0,0,1.34,14,67,No
2782,0,0,0,0,0,2.5,4,10,No
2783,0,0,0,0,0,1.61,8,45,No
2784,0.41,0,0,0,0,2.13,17,51,No
2785,0,0,0,0,0,6.8,17,34,No
2786,0,0,0,0,0,1.13,2,9,No
2789,0,0,0,0,0,1,1,11,No
2790,0.61,0,0,0,0,2.94,11,100,No
2791,0,0,0,0,0,1,1,6,No
2792,0.74,0,0.74,0,0,2.57,10,18,No
2793,0.47,0,0,0,0,1,1,5,No
2794,0,0,0,0,0,1.56,3,14,No
2795,0.2,0.1,0,0,0,1.98,12,97,No
2796,0,0,0,0,0,1.87,8,118,No
2797,0.2,0,0,0,0,2,11,82,No
2798,0,0,0,0,0,1,1,8,No
2800,0,0,0,0,0,2.25,6,9,No
2801,0,0,0,0,0,2.67,6,8,No
2802,0.35,0,0.12,0,0,2,12,88,No
2803,0,0,0,0,0,5.89,29,53,No
2804,0.13,0.26,0,0,0,4.13,28,161,No
2805,0,0,0,0,0,2,4,6,No
2806,0,0,0,0,0,1.46,7,41,No
2807,1.52,0,0.51,0,0,2.05,6,43,No
2808,0,0,0,0,0,2.28,8,91,No
2809,0.34,0.27,0,0,0,4.38,28,298,No
2811,0,0,0,0,0,1.87,7,58,No
2813,0,0,0,0,0,2.33,5,7,No
2814,0,0,0,0,0,2.33,5,7,No
2815,0,0,0,0,0,2.33,5,7,No
2816,0.31,0,0,0,0,3.03,11,103,No
2819,0,0,0,0,0,1.48,7,43,No
2821,0.19,0,0,0,0,2.57,34,349,No
2822,0.48,0,0,0,0,1.88,11,45,No
2823,0.22,0,0.04,0,0,1.3,7,52,No
2824,0.07,0,0,0,0,1.49,10,55,No
2825,0,0,0,0,0,1.71,7,29,No
2826,0.18,0,0,0,0,1.48,7,31,No
2828,0.4,0,0,0,0,1,1,5,No
2829,0.27,0.18,0,0,0,3.6,34,187,No
2830,0.07,0,0,0,0,1.23,5,49,No
2831,0.17,0,0.04,0.06,0.01,1.7,25,939,No
2833,0,0,0,0,0,1.4,5,35,No
2835,0.27,0.07,0,0,0,18,200,378,No
2836,0,0,0,0,0,1.41,4,48,No
2839,0.29,0,0.37,0,0,2.16,21,67,No
2840,0.12,0,0,0,0,1.39,5,43,No
2841,0,0,0.17,0,0,1.29,5,31,No
2842,0,0,0,0,0,2.03,13,71,No
2843,0.11,0,0,0.11,0,2.63,23,303,No
2844,0.22,0,0,0,0,1.92,6,48,No
2845,0.23,0.23,0,0,0,4.04,28,186,No
2846,0,0,0,0,0,2.21,9,115,No
2847,0.43,0,0,0,0,2.32,22,65,No
2848,0,0,0,0,0,1.43,4,10,No
2849,1.16,0,0,0,0,3.33,11,30,No
2850,0.42,0,0,0,0,1,1,9,No
2851,0.21,0,0,0,0,1.78,7,73,No
2854,0,0,0,0,0,1.36,3,15,No
2855,0.41,0,0,0,0,1,1,10,No
2856,0.05,0,0,0.02,0,2.31,25,425,No
2858,0.12,0,0,0,0,2.52,55,189,No
2859,0.19,0.19,0,0,0,3.86,28,112,No
2862,0.27,0,0,0,0,3.32,75,282,No
2865,0.7,0,0,0,0,1.43,4,10,No
2866,0.27,0.13,0.13,0,0,2.61,13,73,No
2869,0.3,0.15,0,0,0,1.68,5,47,No
2870,0.23,0.06,0,0.02,0,3.62,42,890,No
2871,0.18,0.05,0,0.01,0,2.95,52,1617,No
2872,0.07,0,0,0,0,1.98,59,204,No
2875,0.68,0,0.34,0,0,1.47,12,47,No
2876,0.22,0,0,0,0,1.96,6,47,No
2879,0.81,0,0.16,0,0,2.13,12,68,No
2880,0,0,1.16,0,0,2.33,10,21,No
2881,0,0,0,0,0,1,1,6,No
2882,0,0,0,0,0,1.72,11,55,No
2883,0,0,0,0,0,2.93,16,41,No
2887,0,0,0,0,0,1,1,7,No
2888,0,0,0,0,0,1,1,6,No
2889,0,0,0,0,0,1,1,4,No
2890,0.11,0,0.11,0,0,1.81,10,58,No
2892,0.19,0,0,0,0,1.68,10,37,No
2894,0.48,0,0,0,0,1,1,7,No
2895,0.23,0,0,0,0,2.67,18,139,No
2896,0,0,0,0,0,1.13,3,18,No
2897,0.34,0,0,0,0,2.73,11,90,No
2898,0,0,0,0,0,1.38,5,40,No
2899,0.19,0,0,0,0,1.53,5,26,No
2900,0.48,0.57,0,0,0,2.24,12,141,No
2901,0,0,0,0,0,2.24,13,112,No
2902,0.12,0,0,0.04,0,2.31,24,590,No
2903,0,0,0,0,0,2.34,8,89,No
2904,0.14,0,0,0,0,1.62,12,68,No
2905,0,0,0,0,0,1,1,6,No
2906,0,0,0.09,0,0,1.14,5,48,No
2907,0.31,0,0,0,0,2.11,22,78,No
2908,1.35,0,0,0,0,3.7,26,37,No
2909,0,0,0.52,0,0,2.27,9,25,No
2910,0.08,0,0,0,0.04,1.73,11,227,No
2913,0.18,0,0,0,0,1.52,11,160,No
2914,0.17,0.08,0,0,0,1.58,12,112,No
2915,0,0,0,0,0,1,1,4,No
2916,0.91,0,0,0,0,3.45,11,38,No
2917,0,0.12,0,0,0,6.43,98,315,No
2918,0.21,0,1.03,0.05,0,4.98,70,638,No
2919,0,0,0.11,0,0,1.04,4,95,No
2920,0.09,0.18,0.18,0,0,2,12,122,No
2921,0.19,0,0,0,0,1.48,11,147,No
2922,0.07,0,0.02,0,0,1.67,8,190,No
2923,0.2,0,0,0,0,1.42,6,34,No
2924,0.13,0,0,0,0,1.5,6,30,No
2927,0.04,0,0,0,0,1.88,9,211,No
2928,0,0,0,0,0,1,1,2,No
2930,0.07,0,0,0,0,2.56,23,317,No
2932,0.04,0.04,0.04,0.04,0,1.18,13,168,No
2933,0.37,0,0,0.12,0,1.97,18,77,No
2934,1.34,0,0,0,0,3.38,7,71,No
2935,0,0,0,0,0,1,1,1,No
2936,0,0,0,0,0,1,1,6,No
2937,0,0,0,0,0,2,12,54,No
2938,0.17,0.05,0,0.03,0,4.43,87,909,No
2939,0.2,0.03,0,0.03,0,4.21,81,678,No
2940,0.14,0.06,0,0.02,0,2.72,37,880,No
2941,0.2,0.05,0,0.01,0,2.88,45,1080,No
2942,0.44,0,0,0,0,3.19,11,99,No
2943,0,0,0,0,0,2,7,12,No
2944,0.18,0.04,0.07,0.05,0,1.74,29,417,No
2945,0.14,0.14,0,0,0,1.76,9,67,No
2946,0.05,0,0,0.05,0,1.07,4,128,No
2947,0.12,0,0,0.04,0,2.27,24,525,No
2948,0.6,0,0,0,0,1.25,2,10,No
2949,0.03,0,0,0,0,3.2,87,285,No
2952,0,0,0,0,6.9,2.14,8,60,No
2954,0,0,0,0,6.9,2.14,8,60,No
2956,0.74,0,0,0,0,3,7,48,No
2958,0,0,0,0,0,20,39,40,No
2959,0.01,0,0,0,0,2.1,60,500,No
2960,0.53,0,0,0,0,2.53,11,38,No
2961,0.56,0,0,0,0,1.65,4,28,No
2962,0.04,0,0,0,0,1.64,8,110,No
2963,0.2,0,0,0,0,1.29,3,22,No
2964,0,0,0,0.1,0,2.45,55,255,No
2965,0.39,0,0,0,0,3.38,11,98,No
2967,0,0,0,0,0.93,5.86,16,41,No
2969,0.04,0,0,0,0,3.18,87,283,No
2970,0,0,0,0,0,2.61,11,219,No
2971,0,0,0,0,0,1.73,14,52,No
2972,0.32,0,0,0,0,3.9,27,156,No
2973,0.15,0,0.15,0,0,1.91,10,61,No
2974,0.04,0,0,0,0,2.22,18,511,No
2975,0.79,0,0,0,0,3.08,11,40,No
2977,0.24,0,0,0,0,2,7,48,No
2978,0.05,0,0.25,0.05,0,3.73,90,321,No
2980,0.25,0,0,0,0,1.61,12,29,No
2981,0.11,0,0,0,0,4.45,29,209,No
2982,0.28,0,0,0,0,1.67,4,20,No
2983,0.17,0,0,0,0,1.9,5,38,No
2984,0,0,0,0,0,2.14,11,30,No
2985,0.39,0,0,0,0,1.84,7,90,No
2986,0.14,0,0,0,0,2.28,10,57,No
2987,0.15,0,0.03,0.02,0,1.87,25,1123,No
2988,0,0,0.44,0,0,3.07,13,43,No
2989,0,0.1,0,0,0,1.54,13,86,No
2990,0.16,0.01,0,0,0.01,2.66,185,1787,No
2992,0,0.09,0,0,0,4.81,31,274,No
2993,0.2,0,0.05,0,0,2.29,11,211,No
2995,0.19,0,0.13,0,0,1.23,6,75,No
2996,0.25,0.25,0,0,0,2.24,12,38,No
2997,0.05,0,0,0,0,1.8,9,153,No
2998,0.37,0.07,0,0,0,2.44,12,144,No
2999,0.35,0,0,0,0,1.67,6,55,No
3001,0.22,0,0,0,0,2,5,54,No
3002,0.09,0,0,0,0,1.36,6,38,No
3003,0.61,0,0,0,0,2,3,6,No
3005,0.07,0,0.2,0,0,1.44,22,91,No
3006,0,0,0,0,0,5.89,29,53,No
3007,0,0,0,0,0,1.11,2,10,No
3008,0.17,0.07,0,0.01,0,3.59,35,1329,No
3009,0.1,0,0,0,0,1.92,19,387,No
3010,0.18,0.03,0,0.02,0,3.01,60,791,No
3011,0.17,0.04,0,0.02,0,2.85,47,896,No
3012,0.13,0.06,0,0.01,0,3.36,66,3334,No
3013,0.2,0,0,0,0,2.2,9,205,No
3015,0.2,0,0,0,0,1.57,7,113,No
3016,0,0,0,0,0,1.56,9,64,No
3017,0,0,0,0,0,1.71,6,24,No
3018,0,0,0,0,0,3.13,17,25,No
3019,0,0,0.3,0,0,1.58,17,164,No
3020,0.49,0,0,0,0,2.53,11,38,No
3021,0.49,0,0,0,0,2.53,11,38,No
3022,0.14,0,0,0.07,0,1.8,6,74,No
3023,0.2,0.1,0,0,0,2.2,12,119,No
3024,0.18,0,0,0.13,0,2.36,21,641,No
3026,0.41,0,0,0,0,2.28,11,130,No
3027,0.37,0.12,0.49,0,0,1.96,22,90,No
3028,0.25,0,0,0,0,2.07,12,95,No
3029,0.31,0,0,0,0,2.49,11,92,No
3030,0,0,0,0,0,1,1,2,No
3031,0.77,0,0,0,0,3.75,9,15,No
3032,0.67,0.26,0,0,0,3.92,18,408,No
3033,0,0,0,0,0,1.33,3,8,No
3035,1.35,0,0,0,0,3.7,26,37,No
3036,0,0,0,0,0,1.16,3,37,No
3038,0,0,0,0,0,1,1,7,No
3039,0.12,0,0,0,0,1.8,8,45,No
3040,0,0,0,0,0,1.53,7,87,No
3041,0,0,0,0,0,1,1,3,No
3043,0.14,0,0,0,0,2.26,55,1825,No
3044,0.18,0,0.09,0,0,1.83,7,73,No
3047,0.11,0,0.11,0,0,1.73,7,45,No
3048,0.72,0,0,0,0,1.57,3,11,No
3049,0.62,0,0,0,0,1.39,5,25,No
3050,0,0,0,0,0,1,1,6,No
3053,0.04,0,0,0,0,1.65,8,109,No
3054,0.77,0,0,0,0.38,3.19,7,51,No
3055,0.03,0.34,0,0,0.03,4.33,28,822,No
3056,0.21,0,0.42,0,0,1.39,7,43,No
3057,0.18,0.26,0,0,0.09,4.25,28,238,No
3058,0.52,0,0,0,0,3.29,24,69,No
3059,0,0,0,0,0,2.23,7,49,No
3060,0.28,0.09,0.37,0,0,2.21,13,106,No
3061,0.69,0,0,0,0,1.67,3,10,No
3062,0,0,0,0,1.5,3.88,16,31,No
3063,0.14,0,0,0,0,2.46,80,244,No
3064,0.39,0,0,0.33,0,2.29,14,167,No
3065,0.27,0.07,0,0,0,18,200,378,No
3066,0.24,0.06,0.24,0,0,1.97,22,152,No
3068,0.31,0,0.31,0,0,1.82,22,80,No
3069,0.26,0,0,0,0,1.63,7,26,No
3070,0.17,0,0.13,0,0,3.64,49,2015,No
3072,0.36,0.09,0.18,0,0,1.87,22,127,No
3074,0.42,0,0.21,0,0,1.89,22,102,No
3075,0,0,0,0,0,1.71,4,12,No
3076,0.16,0,0,0,0,2.64,34,193,No
3079,0,0,0,0,0,1.8,5,9,No
3080,0,0,0,0,0,1.8,5,9,No
3081,0,0,0,0,0,1.8,5,9,No
3082,0.22,0.11,0.22,0,0.11,2.75,25,157,No
3083,0,0,0,0,0,1.8,5,9,No
3085,0,0,0.6,0,0.2,2.13,14,64,No
3086,0,0,0.31,0,0,2.47,10,47,No
3087,0,0,0,0,0,1,1,8,No
3088,0.53,0,0,0,0,2.97,11,92,No
3089,0.09,0.09,0.09,0,0,1.74,22,92,No
3090,0.32,0,0.49,0,0,2.29,22,55,No
3091,0.1,0,0,0.01,0.02,1.97,27,941,No
3092,0,0,0.83,0,0.42,1.94,8,31,No
3093,0.23,0,0,0,0,2.33,10,49,No
3094,0,0,0,0,0,1.8,5,9,No
3095,0.68,0,0.23,0,0,2.04,22,55,No
3096,0.53,0,0.26,0,0,2.12,22,53,No
3097,0.14,0,0.41,0,0.14,1.96,17,94,No
3098,0.1,0,0.1,0,0,1.68,22,69,No
3099,0.79,0,0,0,0,1.25,2,5,No
3100,0.1,0,0.1,0,0,1.31,6,63,No
3101,0,0,0,0,0,1.8,5,9,No
3102,0,0,0,0,0,1.8,5,9,No
3103,0.37,0,0.19,0,0,2.24,22,56,No
3104,0,0,0,0,0,1.8,5,9,No
3105,0,0,0,0,0,2,5,8,No
3106,0,0,0.04,0,0,1.2,7,118,No
3108,0,0,0,0,0,1.8,5,9,No
3109,0,0,0.05,0.05,0,1.41,15,96,No
3110,0,0.21,0,0,0,3.3,13,66,No
3111,0,0,0,0,0,3.33,7,20,No
3112,0,0,0,0,0,1.74,8,33,No
3113,0,0.11,0,0,0,1.48,9,37,No
3114,0,0,0.11,0,0,2.99,51,263,No
3115,0.48,0,0.48,0,0,2.5,15,65,No
3116,0.48,0.1,0.01,0,0,3.63,51,1131,No
3117,0.2,0,0,0,0,2.19,35,239,No
3118,0,0,0,0,0,1.8,5,9,No
3119,0,0,0,0,0.31,2.23,14,49,No
3120,0,0,0,0,0,1.8,5,9,No
3122,0,0,0,0,0,1.8,5,9,No
3123,0,0,0,0,0,1.8,5,9,No
3124,0,0,0,0,0,1.8,5,9,No
3127,0,0,0,0,0,1.8,5,9,No
3128,0,0,0,0,0,1.8,5,9,No
3129,0,0,0,0,0,1.8,5,9,No
3131,0,0,0,0,0,1.8,5,9,No
3132,0,0,0,0,0,1.8,5,9,No
3133,0,0,0,0,0,1.8,5,9,No
